# Generated by MTSEdit for Minetestmapper colors.txt
# using node palette Mineclone2

mcl_walls:redsandstone_9 212 159 141
mcl_walls:sandstone 171 161 125
mcl_walls:sandstone_0 200 164 126
mcl_walls:sandstone_1 200 164 126
mcl_walls:sandstone_10 200 164 126
mcl_walls:sandstone_11 200 164 126
mcl_walls:sandstone_12 200 164 126
mcl_walls:sandstone_13 200 164 126
mcl_walls:sandstone_14 200 164 126
mcl_walls:sandstone_15 200 164 126
mcl_walls:sandstone_16 200 164 126
mcl_walls:sandstone_2 200 164 126
mcl_walls:sandstone_21 200 164 126
mcl_walls:sandstone_3 200 164 126
mcl_walls:sandstone_4 200 164 126
mcl_walls:sandstone_5 200 164 126
mcl_walls:sandstone_6 200 164 126
mcl_walls:sandstone_7 200 164 126
mcl_walls:sandstone_8 200 164 126
mcl_walls:sandstone_9 200 164 126
mcl_walls:stonebrick  61  59  57
mcl_walls:stonebrick_0  97  89  86
mcl_walls:stonebrick_1  97  89  86
mcl_walls:stonebrick_10  97  89  86
mcl_walls:stonebrick_11  97  89  86
mcl_walls:stonebrick_12  97  89  86
mcl_walls:stonebrick_13  97  89  86
mcl_walls:stonebrick_14  97  89  86
mcl_walls:stonebrick_15  97  89  86
mcl_walls:stonebrick_16  97  89  86
mcl_walls:stonebrick_2  97  89  86
mcl_walls:stonebrick_21  97  89  86
mcl_walls:stonebrick_3  97  89  86
mcl_walls:stonebrick_4  97  89  86
mcl_walls:stonebrick_5  97  89  86
mcl_walls:stonebrick_6  97  89  86
mcl_walls:stonebrick_7  97  89  86
mcl_walls:stonebrick_8  97  89  86
mcl_walls:stonebrick_9  97  89  86
mcl_walls:stonebrickmossy  92  96  85
mcl_walls:stonebrickmossy_0  81 101  76
mcl_walls:stonebrickmossy_1  81 101  76
mcl_walls:stonebrickmossy_10  81 101  76
mcl_walls:stonebrickmossy_11  81 101  76
mcl_walls:stonebrickmossy_12  81 101  76
mcl_walls:stonebrickmossy_13  81 101  76
mcl_walls:stonebrickmossy_14  81 101  76
mcl_walls:stonebrickmossy_15  81 101  76
mcl_walls:stonebrickmossy_16  81 101  76
mcl_walls:stonebrickmossy_2  81 101  76
mcl_walls:stonebrickmossy_21  81 101  76
mcl_walls:stonebrickmossy_3  81 101  76
mcl_walls:stonebrickmossy_4  81 101  76
mcl_walls:stonebrickmossy_5  81 101  76
mcl_walls:stonebrickmossy_6  81 101  76
mcl_walls:stonebrickmossy_7  81 101  76
mcl_walls:stonebrickmossy_8  81 101  76
mcl_walls:stonebrickmossy_9  81 101  76
mcl_wool:black  16  16  20
mcl_wool:black_carpet  19  20  24
mcl_wool:blue  41  45 124
mcl_wool:blue_carpet  50  54 149
mcl_wool:brown  90  56  32
mcl_wool:brown_carpet 108  67  38
mcl_wool:cyan  16 108 114
mcl_wool:cyan_carpet  20 130 137
mcl_wool:green  66  86  21
mcl_wool:green_carpet  80 103  25
mcl_wool:grey  49  54  56
mcl_wool:grey_carpet  59  64  67
mcl_wool:light_blue  45 137 171
mcl_wool:light_blue_carpet  55 166 206
mcl_wool:lime  88 145  20
mcl_wool:lime_carpet 106 175  24
mcl_wool:magenta 149  54 141
mcl_wool:magenta_carpet 179  65 170
mcl_wool:orange 189  93  15
mcl_wool:orange_carpet 228 112  18
mcl_wool:pink 186 111 135
mcl_wool:pink_carpet 225 135 165
mcl_wool:purple  96  33 136
mcl_wool:purple_carpet 115  39 163
mcl_wool:red 126  31  27
mcl_wool:red_carpet 152  37  32
mcl_wool:silver 111 111 105
mcl_wool:silver_carpet 134 134 127
mcl_wool:white 154 154 154
mcl_wool:white_carpet 221 223 224
mcl_wool:yellow 195 155  31
mcl_wool:yellow_carpet 235 187  37
mclx_core:river_water_flowing  24 121 205
mclx_core:river_water_source  24 123 205
mclx_fences:nether_brick_fence_gate  52  36  16
mclx_fences:nether_brick_fence_gate_open  50  25  26
mclx_fences:red_nether_brick_fence  34  20  20
mclx_fences:red_nether_brick_fence_gate  52  37  16
mclx_fences:red_nether_brick_fence_gate_open  64  15   0
mesecons:wire_00000000_off  81   0   0
mesecons:wire_00000000_on 168 168 168
mesecons_button:button_acaciawood_off 137  74  41
mesecons_button:button_acaciawood_on 152 100  69
mesecons_button:button_birchwood_off 157 143  99
mesecons_button:button_birchwood_on 145 113  89
mesecons_button:button_darkwood_off  55  36  16
mesecons_button:button_darkwood_on  87  74  62
mesecons_button:button_junglewood_off 132  95  67
mesecons_button:button_junglewood_on 113  78  59
mesecons_button:button_sprucewood_off  94  69  40
mesecons_button:button_sprucewood_on  81  65  54
mesecons_button:button_stone_off 102 102 102
mesecons_button:button_stone_on 130 122 118
mesecons_button:button_wood_off 133 107  65
mesecons_button:button_wood_on 113  87  67
mesecons_commandblock:commandblock_off 133 103  85
mesecons_commandblock:commandblock_on 110  99  96
mesecons_delayer:delayer_off 130 122 120
mesecons_delayer:delayer_off_1 112 100  96
mesecons_delayer:delayer_off_2 112 100  96
mesecons_delayer:delayer_off_3 112 100  96
mesecons_delayer:delayer_off_4 112 100  96
mesecons_delayer:delayer_off_locked 110  99  95
mesecons_delayer:delayer_on 141 118 113
mesecons_delayer:delayer_on_1 116 101  97
mesecons_delayer:delayer_on_2 116 101  97
mesecons_delayer:delayer_on_3 116 101  97
mesecons_delayer:delayer_on_4 116 101  97
mesecons_delayer:delayer_on_locked 114 100  95
mesecons_lightstone:lightstone_off 149 150  97
mesecons_lightstone:lightstone_on  97  56  37
mesecons_noteblock:noteblock  70  46  32
mesecons_pistons:piston_down_normal_off 110 101  98
mesecons_pistons:piston_down_normal_on 110 101  98
mesecons_pistons:piston_down_pusher_normal 106  83  65
mesecons_pistons:piston_down_pusher_sticky 106  83  65
mesecons_pistons:piston_down_sticky_off 110 101  98
mesecons_pistons:piston_down_sticky_on 110 101  98
mesecons_pistons:piston_normal_off 101  90  75
mesecons_pistons:piston_normal_on 120 107 100
mesecons_pistons:piston_pusher_normal 106  83  65
mesecons_pistons:piston_pusher_sticky 106  83  65
mesecons_pistons:piston_sticky_off  92  96  76
mesecons_pistons:piston_sticky_on 120 107 100
mesecons_pistons:piston_up_normal_off 106  83  65
mesecons_pistons:piston_up_normal_on 111 101  98
mesecons_pistons:piston_up_pusher_normal 106  83  65
mesecons_pistons:piston_up_pusher_sticky  97  81  63
mesecons_pistons:piston_up_sticky_off  97  81  63
mesecons_pistons:piston_up_sticky_on 111 101  98
mesecons_pressureplates:pressure_plate_acaciawood_off 152 100  69
mesecons_pressureplates:pressure_plate_acaciawood_on 155  83  46
mesecons_pressureplates:pressure_plate_birchwood_off 178 162 112
mesecons_pressureplates:pressure_plate_birchwood_on 145 113  89
mesecons_pressureplates:pressure_plate_darkwood_off  87  74  62
mesecons_pressureplates:pressure_plate_darkwood_on  60  39  18
mesecons_pressureplates:pressure_plate_junglewood_off 113  78  59
mesecons_pressureplates:pressure_plate_junglewood_on 148 106  74
mesecons_pressureplates:pressure_plate_sprucewood_off  81  65  54
mesecons_pressureplates:pressure_plate_sprucewood_on 105  77  44
mesecons_pressureplates:pressure_plate_stone_off 117 117 117
mesecons_pressureplates:pressure_plate_stone_on 130 122 118
mesecons_pressureplates:pressure_plate_wood_off 113  87  67
mesecons_pressureplates:pressure_plate_wood_on 148 120  74
mesecons_solarpanel:solar_panel_inverted_off 100 107 117
mesecons_solarpanel:solar_panel_inverted_on  76  75  70
mesecons_solarpanel:solar_panel_off 124 113 101
mesecons_solarpanel:solar_panel_on  89  78  60
mesecons_torch:mesecon_torch_off 106  71  49
mesecons_torch:mesecon_torch_off_wall  90  66  54
mesecons_torch:mesecon_torch_on 163  71  38
mesecons_torch:mesecon_torch_on_wall 102  68  56
mesecons_torch:mesecon_torch_overheated  90  66  54
mesecons_torch:mesecon_torch_overheated_wall  90  66  54
mesecons_torch:redstoneblock 154 154   0
mesecons_walllever:wall_lever_off  97  95  93
mesecons_walllever:wall_lever_on 107  96  90
mobs_mc:arrow_box 169 160 153
xpanes:bar 155 146 146
xpanes:bar_flat 128 128 128
xpanes:obsidian_pane_flat  19  20  19
xpanes:pane_black  25  25  25
xpanes:pane_black_flat  19  19  19
xpanes:pane_blue  51  76 178
xpanes:pane_blue_flat  39  59 138
xpanes:pane_brown 102  76  51
xpanes:pane_brown_flat  78  58  39
xpanes:pane_cyan  76 127 153
xpanes:pane_cyan_flat  59  98 118
xpanes:pane_flat 156 182 186
xpanes:pane_gray  76  76  76
xpanes:pane_gray_flat  58  58  58
xpanes:pane_green 102 127  51
xpanes:pane_green_flat  79  98  39
xpanes:pane_light_blue 102 153 216
xpanes:pane_light_blue_flat  79 118 168
xpanes:pane_lime 127 204  25
xpanes:pane_lime_flat  99 158  19
xpanes:pane_magenta_flat 138  59 168
xpanes:pane_natural 222 222 239
xpanes:pane_natural_flat 222 222 239
xpanes:pane_orange 216 127  51
xpanes:pane_orange_flat 168  99  39
xpanes:pane_pink_flat 188  99 128
xpanes:pane_purple 127  63 178
xpanes:pane_purple_flat  98  48 137
xpanes:pane_red 153  51  51
xpanes:pane_red_flat 120  40  40
xpanes:pane_silver 153 153 153
xpanes:pane_silver_flat 118 118 118
xpanes:pane_white 156 183 186
xpanes:pane_white_flat 211 211 211
xpanes:pane_yellow 229 229  51
xpanes:pane_yellow_flat 177 177  39
